Timestamp,CP_ID,Message_Type,Label
2025-12-11T22:06:58.411156,CP_010,MeterValues,attack_meta
2025-12-11T22:06:59.417794,CP_001,MeterValues,attack_meta
2025-12-11T22:06:59.419287,CP_002,MeterValues,attack_meta
2025-12-11T22:06:59.420653,CP_003,MeterValues,attack_meta
2025-12-11T22:06:59.422006,CP_004,MeterValues,attack_meta
2025-12-11T22:06:59.424211,CP_005,MeterValues,attack_meta
2025-12-11T22:06:59.426442,CP_006,MeterValues,attack_meta
2025-12-11T22:06:59.429166,CP_007,MeterValues,attack_meta
2025-12-11T22:06:59.431835,CP_008,MeterValues,attack_meta
2025-12-11T22:06:59.433770,CP_009,MeterValues,attack_meta
2025-12-11T22:06:59.435226,CP_010,MeterValues,attack_meta
2025-12-11T22:07:00.445579,CP_001,MeterValues,attack_meta
2025-12-11T22:07:00.447152,CP_002,MeterValues,attack_meta
2025-12-11T22:07:00.448511,CP_003,MeterValues,attack_meta
2025-12-11T22:07:00.450212,CP_004,MeterValues,attack_meta
2025-12-11T22:07:00.452334,CP_005,MeterValues,attack_meta
2025-12-11T22:07:00.454309,CP_006,MeterValues,attack_meta
2025-12-11T22:07:00.456309,CP_007,MeterValues,attack_meta
2025-12-11T22:07:00.458484,CP_008,MeterValues,attack_meta
2025-12-11T22:07:00.461638,CP_009,MeterValues,attack_meta
2025-12-11T22:07:00.464126,CP_010,MeterValues,attack_meta
2025-12-11T22:07:00.943894,CP_001,Heartbeat,attack_meta
2025-12-11T22:07:00.944006,CP_002,Heartbeat,attack_meta
2025-12-11T22:07:00.944174,CP_004,Heartbeat,attack_meta
2025-12-11T22:07:00.944344,CP_003,Heartbeat,attack_meta
2025-12-11T22:07:00.944565,CP_005,Heartbeat,attack_meta
2025-12-11T22:07:01.479755,CP_001,MeterValues,attack_meta
2025-12-11T22:07:01.481366,CP_002,MeterValues,attack_meta
2025-12-11T22:07:01.482863,CP_003,MeterValues,attack_meta
2025-12-11T22:07:01.484249,CP_004,MeterValues,attack_meta
2025-12-11T22:07:01.486784,CP_005,MeterValues,attack_meta
2025-12-11T22:07:01.489253,CP_006,MeterValues,attack_meta
